,song_title,lyric_pair
2612,Fire It Up,"Etcetera-nough || Fire it up, fire it up"
2613,Fire It Up,"Fire it up, fire it up || When we find the perfect water"
2614,Fire It Up,When we find the perfect water || We'll hang out on the shore
2615,Fire It Up,We'll hang out on the shore || Just long enough to leave our clothes there
2616,Fire It Up,"Just long enough to leave our clothes there || Fine enough, fine enough"
2617,Fire It Up,"Fine enough, fine enough || Oh, we ate all of the oranges"
2618,Fire It Up,"Oh, we ate all of the oranges || Off the navels of our lovers"
2619,Fire It Up,Off the navels of our lovers || Grabbed a book and read the cover
2620,Fire It Up,Grabbed a book and read the cover || It honestly was beautifully done
2621,Fire It Up,It honestly was beautifully done || Like trying to hide the daylight from the sun
2622,Fire It Up,Like trying to hide the daylight from the sun || Even if we had been sure enough
2623,Fire It Up,"Even if we had been sure enough || It's true, we really didn't know"
2624,Fire It Up,"It's true, we really didn't know || Even if we knew which way to head"
2625,Fire It Up,Even if we knew which way to head || But still we probably wouldn't go
2626,Fire It Up,"But still we probably wouldn't go || Fire it up, fire it up"
2627,Fire It Up,"Fire it up, fire it up || We pushed off, we're rolling boulders"
2628,Fire It Up,"We pushed off, we're rolling boulders || Crashing down the mirrored stairways"
2629,Fire It Up,Crashing down the mirrored stairways || Two of life's best mine canaries
2630,Fire It Up,"Two of life's best mine canaries || Fire it up, fire it up"
2631,Fire It Up,"Fire it up, fire it up || When we fix the carburetor"
2632,Fire It Up,When we fix the carburetor || Then we'll push off once again
2633,Fire It Up,Then we'll push off once again || In an hour or so later
2634,Fire It Up,In an hour or so later || It honestly was beautifully bold
2635,Fire It Up,It honestly was beautifully bold || Like trying to save an ice cube from the cold
2636,Fire It Up,Like trying to save an ice cube from the cold || Even if we had been sure enough
2637,Fire It Up,Even if we had been sure enough || It's true we really didn't know
2638,Fire It Up,It's true we really didn't know || Even if we knew which way to head
2639,Fire It Up,Even if we knew which way to head || But still we probably wouldn't go
2640,Fire It Up,"But still we probably wouldn't go || Well, we always, well, we always"
2641,Fire It Up,"Well, we always, well, we always || Had it all, had it all"
2642,Fire It Up,"Had it all, had it all || Well, we always, well, we always"
2643,Fire It Up,"Well, we always, well, we always || Had it all, had it all"
2644,Fire It Up,"Had it all, had it all || Well, we always, well, we always"
2645,Fire It Up,"Well, we always, well, we always || Had it all"
2646,Be Brave,"From day, to day, to day, to day, to today || From day, to day, to day, to day, to today"
2647,Be Brave,"From day, to day, to day, to day, to today || We carry, we carry, we carry our own weight"
2648,Be Brave,"We carry, we carry, we carry our own weight || From day, to day, to day, to day, to today"
2649,Be Brave,"From day, to day, to day, to day, to today || As sharks in sheep's clothing, pumping with our hips"
2650,Be Brave,"As sharks in sheep's clothing, pumping with our hips || Filling every single corner with our soft little gifts of ourselves"
2651,Be Brave,"Filling every single corner with our soft little gifts of ourselves || Getting carried, so, so carried away"
2652,Be Brave,"Getting carried, so, so carried away || I am not afraid to be dead but it's scary for me to stay"
2653,Be Brave,"I am not afraid to be dead but it's scary for me to stay || From day to day, to day to day to today"
2654,Be Brave,"From day to day, to day to day to today || Be brave, be brave, be brave, be brave, and be brave"
2655,Be Brave,"Be brave, be brave, be brave, be brave, and be brave || Be brave, be brave, be brave, be brave, and be brave"
2656,Be Brave,"Be brave, be brave, be brave, be brave, and be brave || At the Parthenon"
2657,Be Brave,At the Parthenon || Ants were climbing 'round
2658,Be Brave,Ants were climbing 'round || Every head of bronze
2659,Be Brave,Every head of bronze || At the Parthenon
2660,Be Brave,At the Parthenon || Another monster hiding inside of a cave
2661,Be Brave,Another monster hiding inside of a cave || We go from day to day misbehaving in the most appropriate ways
2662,Be Brave,We go from day to day misbehaving in the most appropriate ways || The unicorns missing last call to get on Noah's ship
2663,Be Brave,"The unicorns missing last call to get on Noah's ship || We don't quit, we won't quit, we can't quit, we just don't quit"
2664,Be Brave,"We don't quit, we won't quit, we can't quit, we just don't quit || Well the Earth doesn't care and we hardly even matter"
2665,Be Brave,Well the Earth doesn't care and we hardly even matter || We're just a bit more piss to push out its full bladder
2666,Be Brave,We're just a bit more piss to push out its full bladder || And as our bodies break down into all their rocky little bits
2667,Be Brave,And as our bodies break down into all their rocky little bits || Piled up under mountains of dirt and silt
2668,Be Brave,"Piled up under mountains of dirt and silt || And still, the world, it don't give a shit"
2669,Be Brave,"And still, the world, it don't give a shit || But be brave, be brave, be brave, be brave, be brave! Be brave!"
2670,Be Brave,"But be brave, be brave, be brave, be brave, be brave! Be brave! || Be brave, be brave, be brave, be brave, be brave! Be brave!"
2671,Be Brave,"Be brave, be brave, be brave, be brave, be brave! Be brave! || Be brave, be brave, be brave, be brave, be brave!"
2672,Be Brave,"Be brave, be brave, be brave, be brave, be brave! || Ants were climbing 'round"
2673,Be Brave,Ants were climbing 'round || All them heads of bronze
2674,Be Brave,All them heads of bronze || At the Parthenon
2675,Be Brave,At the Parthenon || The ants are climbing on
2676,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2677,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2678,All Night Diner,You could really get it on? || You could really get it on?
2679,All Night Diner,"You could really get it on? || Have I told you, have I told you"
2680,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2681,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2682,All Night Diner,You could really get it on? || You could really get it on?
2683,All Night Diner,You could really get it on? || I was at an all night diner
2684,All Night Diner,"I was at an all night diner || The sign said, ""Triple X"" but they were talking about root beer"
2685,All Night Diner,"The sign said, ""Triple X"" but they were talking about root beer || I'm just sitting down, thinking about nothing"
2686,All Night Diner,"I'm just sitting down, thinking about nothing || Looking at the thin air, breathing up the oxygen"
2687,All Night Diner,"Looking at the thin air, breathing up the oxygen || Have I told you, have I told you"
2688,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2689,All Night Diner,You could really get it on? || You could really get it on?
2690,All Night Diner,You could really get it on? || A guy comes up that's looking pretty 8-ball
2691,All Night Diner,"A guy comes up that's looking pretty 8-ball || Snaggletoothed smile, sits down at my table"
2692,All Night Diner,"Snaggletoothed smile, sits down at my table || Puts his arm around me, starts to share his information"
2693,All Night Diner,"Puts his arm around me, starts to share his information || He said, he said, he said"
2694,All Night Diner,"He said, he said, he said || He said, he said, he said"
2695,All Night Diner,"He said, he said, he said || He said, he said, he said, he said"
2696,All Night Diner,"He said, he said, he said, he said || He said, he said, he said, this is what he said"
2697,All Night Diner,"He said, he said, he said, this is what he said || ""I have sex, I'm always thinking about the pavement"
2698,All Night Diner,"""I have sex, I'm always thinking about the pavement || So I can avoid premature ejaculation"""
2699,All Night Diner,"So I can avoid premature ejaculation"" || I got up, remembering to thank him"
2700,All Night Diner,"I got up, remembering to thank him || Better things to do, so I'll start drinking now"
2701,All Night Diner,"Better things to do, so I'll start drinking now || Have I told you, have I told you"
2702,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2703,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2704,All Night Diner,You could really get it on? || You could really get it on?
2705,All Night Diner,"You could really get it on? || Have I told you, have I told you"
2706,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2707,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2708,All Night Diner,You could really get it on? || You could really get it on?
2709,All Night Diner,"You could really get it on? || I'm in Tahoka, now I'm going to hook up"
2710,All Night Diner,"I'm in Tahoka, now I'm going to hook up || With the parties, unfortunately, like always"
2711,All Night Diner,"With the parties, unfortunately, like always || No one has any ideas, damn"
2712,All Night Diner,"No one has any ideas, damn || Have I told you, have I told you"
2713,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2714,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2715,All Night Diner,You could really get it on? || You could really get it on?
2716,All Night Diner,"You could really get it on? || Have I told you, have I told you"
2717,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2718,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2719,All Night Diner,You could really get it on? || You could really get it on?
2720,All Night Diner,"You could really get it on? || Have I told you, have I told you"
2721,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2722,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2723,All Night Diner,You could really get it on? || You could really get it on?
2724,All Night Diner,"You could really get it on? || Have I told you, have I told you"
2725,All Night Diner,"Have I told you, have I told you || Have I told you, have I told you"
2726,All Night Diner,"Have I told you, have I told you || You could really get it on?"
2727,All Night Diner,You could really get it on? || You could really get it on?
2728,"Pistol (A. Cunanan, Miami, Fl. 1996)","I've got my pistol in the car, uh-huh || I got my stereo in the car, uh-huh"
2729,"Pistol (A. Cunanan, Miami, Fl. 1996)","I got my stereo in the car, uh-huh || I've got my room key in the car, uh-huh"
2730,"Pistol (A. Cunanan, Miami, Fl. 1996)","I've got my room key in the car, uh-huh || Why don't you come to my room and clean my pistol, no duh?"
2731,"Pistol (A. Cunanan, Miami, Fl. 1996)","Why don't you come to my room and clean my pistol, no duh? || I maximize my own liaisons"
2732,"Pistol (A. Cunanan, Miami, Fl. 1996)",I maximize my own liaisons || I'm going to take it 'til the taking comes on
2733,"Pistol (A. Cunanan, Miami, Fl. 1996)",I'm going to take it 'til the taking comes on || I've got my cocaine in the glove box now
2734,"Pistol (A. Cunanan, Miami, Fl. 1996)","I've got my cocaine in the glove box now || The sun roof is down, oh wow"
2735,"Pistol (A. Cunanan, Miami, Fl. 1996)","The sun roof is down, oh wow || I've got my room key in my pocket, and you know"
2736,"Pistol (A. Cunanan, Miami, Fl. 1996)","I've got my room key in my pocket, and you know || I've got a pistol that I need to unload"
2737,"Pistol (A. Cunanan, Miami, Fl. 1996)","I've got a pistol that I need to unload || I'm going to t-t-t-t-t-t-t-t-take you on up, you say ""what?"""
2738,"Pistol (A. Cunanan, Miami, Fl. 1996)","I'm going to t-t-t-t-t-t-t-t-take you on up, you say ""what?"" || I'm going to t-t-t-t-t-t-t-t-take your shirt right on off"
2739,"Pistol (A. Cunanan, Miami, Fl. 1996)",I'm going to t-t-t-t-t-t-t-t-take your shirt right on off || I'm going to zip-zip-zip-zip-zip-zip-zip-zip-zip your pants on down
2740,"Pistol (A. Cunanan, Miami, Fl. 1996)","I'm going to zip-zip-zip-zip-zip-zip-zip-zip-zip your pants on down || I'm going to sip-sip-sip-sip-sip from my Royal, Royal, Royal Crown"
2741,"Pistol (A. Cunanan, Miami, Fl. 1996)","I'm going to sip-sip-sip-sip-sip from my Royal, Royal, Royal Crown || And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo"
2742,"Pistol (A. Cunanan, Miami, Fl. 1996)",And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo || Woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo
2743,"Pistol (A. Cunanan, Miami, Fl. 1996)",Woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo || And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo
2744,"Pistol (A. Cunanan, Miami, Fl. 1996)","And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo || I got a backpack with some clothes that I could wear to work tomorrow, they won't know-oh-oh-oh-oh-oh"
2745,"Pistol (A. Cunanan, Miami, Fl. 1996)","I got a backpack with some clothes that I could wear to work tomorrow, they won't know-oh-oh-oh-oh-oh || That I was up all night not ready for the meeting, oh no! Oh-oh"
2746,"Pistol (A. Cunanan, Miami, Fl. 1996)","That I was up all night not ready for the meeting, oh no! Oh-oh || Got a wallet in my backpack, and I think it's mine, but I don't care, you know, oh-oh-oh-oh-oh"
2747,"Pistol (A. Cunanan, Miami, Fl. 1996)","Got a wallet in my backpack, and I think it's mine, but I don't care, you know, oh-oh-oh-oh-oh || Got my backpack with the money got myself a passport, I should probably go"
2748,"Pistol (A. Cunanan, Miami, Fl. 1996)","Got my backpack with the money got myself a passport, I should probably go || And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo"
2749,"Pistol (A. Cunanan, Miami, Fl. 1996)",And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo || And we go woo-ooo-ooo-ooo-ooo-ooo-ooo-ooo
2750,Ohio,Ohio || Ohio-so
2751,Ohio,Ohio-so || Ohio
2752,Ohio,Ohio || Ohi-hi-i-oso
2753,Ohio,Ohi-hi-i-oso || Ohio
2754,Ohio,Ohio || Took a bus straight to Baltimore on the way he took a nap
2755,Ohio,"Took a bus straight to Baltimore on the way he took a nap || Dropped off a note that said, ""I'm giving this note back"""
2756,Ohio,"Dropped off a note that said, ""I'm giving this note back"" || P.S. There's a lot going on underneath"
2757,Ohio,"P.S. There's a lot going on underneath || There's roots, there's pipes and there's drainage leaks"
2758,Ohio,"There's roots, there's pipes and there's drainage leaks || Oh yeah"
2759,Ohio,"Oh yeah || You're on, you're wrong"
2760,Ohio,"You're on, you're wrong || Ohio"
2761,Ohio,Ohio || Ohio-so
2762,Ohio,Ohio-so || Ohio
2763,Ohio,Ohio || Ohi-hi-i-oso
2764,Ohio,Ohi-hi-i-oso || Ohio
2765,Ohio,Ohio || Truly sorry
2766,Ohio,Truly sorry || I see clearly
2767,Ohio,I see clearly || Calmly crashing
2768,Ohio,Calmly crashing || I pace faster than anyone
2769,Ohio,I pace faster than anyone || Hinges rusting
2770,Ohio,Hinges rusting || They swing louder than anything
2771,Ohio,They swing louder than anything || Truly lonely
2772,Ohio,Truly lonely || This place is flatter than it seems
2773,Ohio,This place is flatter than it seems || I'm upset and I leave the door open wide
2774,Ohio,"I'm upset and I leave the door open wide || Our hearts are used up, cracked and dry"
2775,Ohio,"Our hearts are used up, cracked and dry || Pulled the scabs off of regrets"
2776,Ohio,Pulled the scabs off of regrets || We haven't learned to eat our conscience yet
2777,Ohio,We haven't learned to eat our conscience yet || Truly sorry
2778,Ohio,Truly sorry || I see clearly
2779,Ohio,I see clearly || Hardly hoping
2780,Ohio,Hardly hoping || I spend it all on game machines
2781,Ohio,I spend it all on game machines || Calmly crashing
2782,Ohio,Calmly crashing || I pace and I figure it out again
2783,Ohio,I pace and I figure it out again || One hand clapping
2784,Ohio,One hand clapping || Awake but napping
2785,Ohio,Awake but napping || Rows of lights to illuminate lines
2786,Ohio,Rows of lights to illuminate lines || Why don't they turn them off and let us see night
2787,Ohio,"Why don't they turn them off and let us see night || Drove crazed, grooming my lies"
2788,Ohio,"Drove crazed, grooming my lies || You can't look in on one way eyes"
2789,Ohio,You can't look in on one way eyes || Ohio
2790,Ohio,Ohio || Ohio-so
2791,Ohio,Ohio-so || Ohio
2792,Ohio,Ohio || Ohi-hi-i-oso
2793,Ohio,Ohi-hi-i-oso || Ohio
2794,Ohio,Ohio || Ohio
2795,Ohio,Ohio || Ohio-so
2796,Ohio,Ohio-so || Ohio
2797,Ohio,Ohio || Ohi-hi-i-oso
2798,Ohio,Ohi-hi-i-oso || Ohio
2799,Satin in a Coffin,You were laying on the carpet || Like you're satin in a coffin
2800,Satin in a Coffin,"Like you're satin in a coffin || You said, ""Do you believe what you're saying?"""
2801,Satin in a Coffin,"You said, ""Do you believe what you're saying?"" || Yeah, right now, but not that often"
2802,Satin in a Coffin,"Yeah, right now, but not that often || Are you dead or are you sleeping?"
2803,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2804,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2805,Satin in a Coffin,"Are you dead or are you sleeping? || God, I sure hope you are dead"
2806,Satin in a Coffin,"God, I sure hope you are dead || Well you disappeared so often"
2807,Satin in a Coffin,Well you disappeared so often || Like you dissolved into coffee
2808,Satin in a Coffin,"Like you dissolved into coffee || Are you here right now, or are there probably"
2809,Satin in a Coffin,"Are you here right now, or are there probably || Fossils under your meat?"
2810,Satin in a Coffin,Fossils under your meat? || Are you dead or are you sleeping?
2811,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2812,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2813,Satin in a Coffin,"Are you dead or are you sleeping? || God, I sure hope you are dead!"
2814,Satin in a Coffin,"God, I sure hope you are dead! || Now the blow's been softened"
2815,Satin in a Coffin,Now the blow's been softened || Since the air we breathe's our coffin
2816,Satin in a Coffin,"Since the air we breathe's our coffin || Well, now the blow's been softened"
2817,Satin in a Coffin,"Well, now the blow's been softened || Since the ocean is our coffin"
2818,Satin in a Coffin,Since the ocean is our coffin || Often times you know our laughter
2819,Satin in a Coffin,Often times you know our laughter || Is your coffin ever after
2820,Satin in a Coffin,Is your coffin ever after || And you know the blow's been softened
2821,Satin in a Coffin,And you know the blow's been softened || Since the world is our coffin
2822,Satin in a Coffin,"Since the world is our coffin || Well, now the blow's been softened"
2823,Satin in a Coffin,"Well, now the blow's been softened || Since we are our own damn coffins"
2824,Satin in a Coffin,"Since we are our own damn coffins || Well, everybody's talking about their short lists"
2825,Satin in a Coffin,"Well, everybody's talking about their short lists || Everybody's talking about death!"
2826,Satin in a Coffin,Everybody's talking about death! || You were laying on the carpet
2827,Satin in a Coffin,You were laying on the carpet || Like you're satin in a coffin
2828,Satin in a Coffin,"Like you're satin in a coffin || You said, ""Do you believe what you're saying?"""
2829,Satin in a Coffin,"You said, ""Do you believe what you're saying?"" || Yeah, right now, but not that often"
2830,Satin in a Coffin,"Yeah, right now, but not that often || Are you dead or are you sleeping?"
2831,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2832,Satin in a Coffin,Are you dead or are you sleeping? || Are you dead or are you sleeping?
2833,Satin in a Coffin,"Are you dead or are you sleeping? || God, I sure hope you are dead"
2834,Black Cadillacs,And it's true we named our children after towns || That we'd never been to
2835,Black Cadillacs,That we'd never been to || And it's true that the clouds just hung around
2836,Black Cadillacs,And it's true that the clouds just hung around || Like black Cadillacs outside a funeral
2837,Black Cadillacs,"Like black Cadillacs outside a funeral || And we were done, done, done"
2838,Black Cadillacs,"And we were done, done, done || With all the fuck, fuck, fucking around"
2839,Black Cadillacs,"With all the fuck, fuck, fucking around || You were so true to yourself"
2840,Black Cadillacs,You were so true to yourself || You were true to no one else
2841,Black Cadillacs,"You were true to no one else || Well, I should put you in the ground"
2842,Black Cadillacs,"Well, I should put you in the ground || I've got the time, I got the hours"
2843,Black Cadillacs,"I've got the time, I got the hours || I got the days, I got the weeks"
2844,Black Cadillacs,"I got the days, I got the weeks || I could say to myself"
2845,Black Cadillacs,"I could say to myself || I've got the words, but I can't speak"
2846,Black Cadillacs,"I've got the words, but I can't speak || Well, I was done, done, done"
2847,Black Cadillacs,"Well, I was done, done, done || With all the circ-circ-circling 'round"
2848,Black Cadillacs,With all the circ-circ-circling 'round || I didn't die and I ain't complaining
2849,Black Cadillacs,I didn't die and I ain't complaining || I ain't blaming you
2850,Black Cadillacs,I ain't blaming you || I didn't know that the words you said to me
2851,Black Cadillacs,I didn't know that the words you said to me || Meant more to me than they ever could you
2852,Black Cadillacs,Meant more to me than they ever could you || I didn't lie and I ain't saying
2853,Black Cadillacs,I didn't lie and I ain't saying || I told the whole truth
2854,Black Cadillacs,I told the whole truth || I didn't know that this game we were playing
2855,Black Cadillacs,I didn't know that this game we were playing || Even had a set of rules
2856,Black Cadillacs,Even had a set of rules || We named our children after towns
2857,Black Cadillacs,We named our children after towns || That we'd never been to
2858,Black Cadillacs,That we'd never been to || And it's true that the clouds just hung around
2859,Black Cadillacs,And it's true that the clouds just hung around || Like black Cadillacs outside a funeral
2860,Black Cadillacs,Like black Cadillacs outside a funeral || And we were laughing at the stars
2861,Black Cadillacs,And we were laughing at the stars || While our feet clung tight to the ground
2862,Black Cadillacs,While our feet clung tight to the ground || So pleased with ourselves
2863,Black Cadillacs,So pleased with ourselves || For using so many verbs and nouns
2864,Black Cadillacs,"For using so many verbs and nouns || But we were all still just dumb, dumb, dumber"
2865,Black Cadillacs,"But we were all still just dumb, dumb, dumber || Than the dirt, dirt, dirt on the ground"
2866,Black Cadillacs,"Than the dirt, dirt, dirt on the ground || Well, wings on flames, kings with no names"
2867,Black Cadillacs,"Well, wings on flames, kings with no names || Well, this place just ain't got right air right now"
2868,Black Cadillacs,"Well, this place just ain't got right air right now || You were so all over town but still so Crayola brown"
2869,Black Cadillacs,You were so all over town but still so Crayola brown || Well you should run 'round yourself right now
2870,Black Cadillacs,"Well you should run 'round yourself right now || And we were done, done, done"
2871,Black Cadillacs,"And we were done, done, done || With all the fuck, fuck, fucking around"
2872,Black Cadillacs,"With all the fuck, fuck, fucking around || Circling 'round"
2873,Sleepwalking,"I fell in love and I needed a road map || To find out where you lived, so excited now"
2874,Sleepwalking,"To find out where you lived, so excited now || Sleepwalking"
2875,Sleepwalking,Sleepwalking || 'Cause I'm sleepwalking
2876,Sleepwalking,'Cause I'm sleepwalking || The white trash boys listen to their headphones
2877,Sleepwalking,The white trash boys listen to their headphones || Blasting white noise in the convenience store parking lot
2878,Sleepwalking,Blasting white noise in the convenience store parking lot || I hung around there wasting my time
2879,Sleepwalking,I hung around there wasting my time || Hoping you'll stop by
2880,Sleepwalking,Hoping you'll stop by || 'Cause I'm sleepwalking
2881,Sleepwalking,'Cause I'm sleepwalking || I'm sleepwalking
2882,Sleepwalking,I'm sleepwalking || A mutual friend's parents left town for a week
2883,Sleepwalking,A mutual friend's parents left town for a week || So we raided their liquor stash and walked down to the riverside
2884,Sleepwalking,So we raided their liquor stash and walked down to the riverside || Sleepwalking
2885,Sleepwalking,Sleepwalking || 'Cause I'm sleepwalking
2886,Shit Luck,This plane is definitely crashing || This boat is obviously sinking
2887,Shit Luck,This boat is obviously sinking || This building's totally burning down
2888,Shit Luck,"This building's totally burning down || And my, and my, and my, and my"
2889,Shit Luck,"And my, and my, and my, and my || And my, and my, and my, and my"
2890,Shit Luck,"And my, and my, and my, and my || And my, and my, and my, and my"
2891,Shit Luck,"And my, and my, and my, and my || And my, and my, and my, and my"
2892,Shit Luck,"And my, and my, and my, and my || And my, and my, and my, and my"
2893,Shit Luck,"And my, and my, and my, and my || And my heart is slowly drying up"
2894,Florida,Although we'd often wondered || It was no thing of wonder
2895,Florida,It was no thing of wonder || The shit that flew from our minds
2896,Florida,The shit that flew from our minds || While wearing stains of fresh fruit
2897,Florida,While wearing stains of fresh fruit || And riding on shoes of horse glue
2898,Florida,And riding on shoes of horse glue || On this ridiculous climb
2899,Florida,On this ridiculous climb || With great tunnel vision
2900,Florida,With great tunnel vision || We'd built ourselves a mission
2901,Florida,We'd built ourselves a mission || To ride on bullets inside
2902,Florida,"To ride on bullets inside || Oh, what a vain description"
2903,Florida,"Oh, what a vain description || Of what we have been missin'"
2904,Florida,Of what we have been missin' || So why would anyone try?
2905,Florida,So why would anyone try? || It was always worth it
2906,Florida,It was always worth it || That's the part I seem to hide
2907,Florida,That's the part I seem to hide || And the busy ant empire
2908,Florida,And the busy ant empire || Put up the closing sign
2909,Florida,Put up the closing sign || I wasn't always cargo
2910,Florida,I wasn't always cargo || I was once kind of my own
2911,Florida,I was once kind of my own || I guess I'll pack up my mind
2912,Florida,I guess I'll pack up my mind || Well it took so much effort
2913,Florida,Well it took so much effort || Not to make an effort
2914,Florida,"Not to make an effort || Oh, what a flawless design"
2915,Florida,"Oh, what a flawless design || It was always worth it"
2916,Florida,It was always worth it || That's the part I seem to hide
2917,Florida,That's the part I seem to hide || And the busy ant empire
2918,Florida,And the busy ant empire || Put up the closing sign
2919,Florida,Put up the closing sign || Even as I left Florida
2920,Florida,Even as I left Florida || It was always worth it
2921,Florida,It was always worth it || That's the part I seem to hide
2922,Florida,That's the part I seem to hide || And the busy ant empire
2923,Florida,And the busy ant empire || Has all deserted hive
2924,Florida,Has all deserted hive || It was always worth it
2925,Florida,It was always worth it || That's the part I seem to hide
2926,Florida,That's the part I seem to hide || Even as I left Florida
2927,Florida,"Even as I left Florida || Far enough, far enough, wasn't far enough"
2928,Florida,"Far enough, far enough, wasn't far enough || Couldn't quite seem to escape myself"
2929,Florida,"Couldn't quite seem to escape myself || Far enough, far enough, far from Florida"
2930,Florida,"Far enough, far enough, far from Florida || We were all drowsin' in cruise control"
2931,Florida,"We were all drowsin' in cruise control || Far enough, far enough, wasn't far enough"
2932,Florida,"Far enough, far enough, wasn't far enough || I stood on my heart's porch thinkin'"
2933,Florida,"I stood on my heart's porch thinkin' || ""Oh, my God, I'll probably have to carry this whole load"""
2934,Florida,"""Oh, my God, I'll probably have to carry this whole load"" || I couldn't remember if I tried"
2935,Florida,I couldn't remember if I tried || I couldn't remember if I took my brain out
2936,Florida,I couldn't remember if I took my brain out || Threw it so directly at the goal
2937,Florida,Threw it so directly at the goal || I couldn't remember if I—
2938,Florida,I couldn't remember if I— || I could have my mind erased
2939,Florida,I could have my mind erased || And still not know exactly what I don't already know
2940,Florida,And still not know exactly what I don't already know || Even as I left Florida
2941,Alone Down There,"How do, how do you do? || My name is You"
2942,Alone Down There,"My name is You || Flies, they all gather 'round me and you too"
2943,Alone Down There,"Flies, they all gather 'round me and you too || You can't see anything well"
2944,Alone Down There,"You can't see anything well || You ask me what size it is, not what I sell"
2945,Alone Down There,"You ask me what size it is, not what I sell || Ha-ha-ha, ha-ha-ha"
2946,Alone Down There,"Ha-ha-ha, ha-ha-ha || The flies, they all gather 'round me and you too"
2947,Alone Down There,"The flies, they all gather 'round me and you too || Well, I don't want you to be alone down there"
2948,Alone Down There,"Well, I don't want you to be alone down there || To be alone down there, to be alone"
2949,Alone Down There,"To be alone down there, to be alone || Yeah, I don't want you to be alone down there"
2950,Alone Down There,"Yeah, I don't want you to be alone down there || To be alone down there, to be alone"
2951,Alone Down There,"To be alone down there, to be alone || But the devil's apprentice, he gave me some credit"
2952,Alone Down There,"But the devil's apprentice, he gave me some credit || He fed me a line and I'll probably regret it"
2953,Alone Down There,He fed me a line and I'll probably regret it || I don't want you to be alone down there
2954,Alone Down There,"I don't want you to be alone down there || To be alone down there, to be alone"
2955,Alone Down There,"To be alone down there, to be alone || Well, I don't want you to be alone down there"
2956,Alone Down There,"Well, I don't want you to be alone down there || To be alone down there, to be alone"
2957,Alone Down There,"To be alone down there, to be alone || Yeah, I don't want you to be alone down there"
2958,Alone Down There,"Yeah, I don't want you to be alone down there || To be alone down there, to be alone"
2959,This Devil’s Workday,All those people that you know || All those people that you know
2960,This Devil’s Workday,All those people that you know || All those people that you know
2961,This Devil’s Workday,All those people that you know || Floating in the river are logs
2962,This Devil’s Workday,Floating in the river are logs || I could buy myself a reason
2963,This Devil’s Workday,I could buy myself a reason || I could sell myself a job
2964,This Devil’s Workday,I could sell myself a job || I could hang myself on treason
2965,This Devil’s Workday,I could hang myself on treason || All the folks I know are gone
2966,This Devil’s Workday,All the folks I know are gone || All those people that you know
2967,This Devil’s Workday,All those people that you know || All those people that you know
2968,This Devil’s Workday,All those people that you know || All those people that you know
2969,This Devil’s Workday,All those people that you know || Floating in the river are logs
2970,This Devil’s Workday,Floating in the river are logs || So I ate the wedding cake
2971,This Devil’s Workday,So I ate the wedding cake || 'Til the whole damn thing was gone
2972,This Devil’s Workday,'Til the whole damn thing was gone || And I'm gonna drown the ocean
2973,This Devil’s Workday,And I'm gonna drown the ocean || Now ain't none o' that so wrong?
2974,This Devil’s Workday,Now ain't none o' that so wrong? || All those people that you know
2975,This Devil’s Workday,All those people that you know || All those people that you know
2976,This Devil’s Workday,All those people that you know || All those people that you know
2977,This Devil’s Workday,All those people that you know || Floating in the river are gone
2978,This Devil’s Workday,Floating in the river are gone || Gonna take this sack of puppies
2979,This Devil’s Workday,Gonna take this sack of puppies || Gonna set it out to freeze
2980,This Devil’s Workday,Gonna set it out to freeze || Gonna climb around on all fours
2981,This Devil’s Workday,Gonna climb around on all fours || 'Til all the blood falls out my knees
2982,This Devil’s Workday,'Til all the blood falls out my knees || All those people that you know
2983,This Devil’s Workday,All those people that you know || All the people that you know
2984,This Devil’s Workday,All the people that you know || All those people that you know
